content,sentimen
"whatsapp nya sering error kalo vc, bug nya parah frame . tolong diperbaiki dibagian video call nya.",0
"kenapa pas wa abis kena kenon trus harus verifikasi ulang itu ga dapet kode nya? trus pas mau minta sms malah timbul ""akun ada sudah tidak terdaftar di WhatsApp, silahkan download WhatsApp secara resmi"" mksud nya apasi hilangin la kenon kenon itu udh sehabis kena kenon semua chat nya ilang, gmn klo ada chat chat penting di situ? tolong di perbaiki lagi trus tentang grafik pas mau post sw tolong di perbarui.",0
good lah,1
efek pas vc gak ada 🥺,0
minta di normalkan,0
Mantap,1
Meta tolong buatkan fitur ingatan dan 3D karakter pada luna (meta ai) hehe,1
tolong bantuannya wahai developer akun saya banyak bug nya ini,1
"saya beri bintang lima agar terlihat, tolong WhatsApp bugg nya perbaiki soalnya selalu ada pulihkan riwayat chat atau nomer nomer di hp saya pada tida ke sv,,SEKALI LAGI SAYA UCAPKAN ""PERBAIKII""😇👍👍",1
bgus,1
buatin arsip status pls,1
wa sy sering ga bisa di tlpon,0
sangat bagus,1
saya mohon aplikasi ini bisa sudah,1
tolong di bantu biar ga kna tinjau terus,1
kendala washap di blokir Terima kasih,1
ok bagus,1
bagus,1
mantap,1
sangat bagus,1
"gtw kenapa wa sekarang kualitasnya kureng, jadi jelek bgt",1
"udah paling bagus wa kayak tahun kemaren kemaren,upload sw wa tidak pecah,giliran sekarang mau upload sw pas di lihat udah kayak nonton tv jadul pecah pecah,tak kira hp yang sudah error atau gimana ternyata emang aplikasi wa nya yang kebanyakan error,minimal di tingkatin lah kualitas wa nya, aksesibilitas nya emang banyak tapi kualitas gak guna percuma ceklis hd ujung ujungnya malah burikkkk!",0
anak asu,0
"sekarang sudah lumayan.tapi fitur sekarang malah kebanyakan.dan banyak yg da di pakai oleh orang awam,malah kena dampak buka apk nya berat..",1
josjis,1
Sangat bagus!! Aku suka apk ini!,1
WhatsApp tolong dong bikinin arsip status 😇,1
ketika call terus buka aplikasi lain sering ngelag eror bug dan kalo up story sering blur padahal uda di setel HD...tolong tingkatkan kualitasnya,0
sangat baik,1
bagus,1
aku gk bisa ganti pp masa,0
aplikasi whatsapp saya tidak bisa di install,0
saya tidak bisa pake filter,1
"tambahin fitur kaya liquid glass,sama story juga tolong Adain fitur hd video/foto,percuma video hd,pas di up story malah buriq,kaya ff aja",1
Bagus,1
"ngelag apasi, call jadi suka ngelag banget",0
top,1
tidak bisa bikin sw,0
"kenapa sih, eror terus. kontak WhatsApp saya banyak yang hilang sendiri",1
"wa logout sendiri mau masuk gak bisa selalu ""memuat"" jaringan kencang hp udah di restart. entah apa yg salah tolong diperbaiki",0
bagus membantu komunikasi dengan luar kota/luar pulau/luar negeri,1
bagus untuk komunikasi,1
Terimakasih watsad karna bisa membantu kami,1
Bagus,1
bagus,1
sering panggilan gagal dan tidak bisa telfon min,1
mantap,1
baik sekali,1
Good,1
tidak bisa di apdate,0
keren,1
bagus,1
apk ga jls sinyal bagus tapi loading nya SE abad kan beg0,0
tulisannya aplikasi tidak resmi padahal download di Google Play dan setiap berhasil masukin nomor ga lama pasti ke blokir nomornya ntah apa yang salah apa WhatsApp ny apa HP ny yang error,0
mantap,1
bagus,1
kenapa wa saya kena tinjauan terus menerus,0
sangat membantu informasi dan bisa chat bareng teman dari jarak jauh saya kasih bintang lima,1
mantap,1
"sering eror, pernah forceclose, trs pas mau login pencadangan tidak tersedia, padahal jelas jelas mencadangkan ke email",0
"tolong perbaiki Bug di wa, udah dari kemarin pesan saya gk terkirim",0
baik,1
tolong donk whatsapp buat status whatsapp bisa upload 20menitan donk update lagi jadi mau bikin sw yang vidio nya 10 menit jadi bisa upload,1
kalo GK ada ini aku GK bisa ngobrol,1
WA ngawur sekarang,0
good luck,1
puas,1
Bagus cuman kadang kala gak konek,1
ahh tidakk modern,0
Bagus sekali wa,1
"ngelag, ngga bisa di apa apain",0
saya cuma petani,1
baguss tapii tidak bisa memakai filter vc,1
"tolong untuk admin bagaimana cara saya mengembalikan wa saya,,,krn hp saya dihack",0
baik,1
cacat,0
gampang di hek nya wa ini asli,0
Sangat membatu dan bagus,1
tidak bisa login,0
"story minimal jernih lah burem mulu, mikir kids🤙",1
wattsap saya sekarang sering di blokir. knapa ya. tlong di bantu,1
Cek Nomor [Ponsel] *808#,1
👉👍👍👍,1
Oke,1
sangat baik,1
"Tolong kepada developer WhatsApp, mohon jangan terlalu sering membatasi atau memblokir akun yang tidak melakukan pelanggaran. Banyak pengguna yang menggunakan WhatsApp secara normal namun tetap terkena ban. Semoga sistem peninjauannya bisa semakin akurat. 🙏🏻",1
Aplks yang di butuhkan untuk banyak orang,1
cara aktif kan akun ini,1
BAGUS SEKALI,1
kenapa ngak bisa di buka wpp nya 4 kali unduh cepek deeeee😂,1
yang membuat apk WhatsApp owner minta tolong diperketat lagi keamanan tingkat ekstra tinggi WhatsApp sy kena bajak sadap transparan oleh oknum yg tidak bertanggung jawab isi chat di salah gunakan oleh orang²yg bajak sadap transparan. kalau bisa dikunci semua chat dg prbdi dan tidak ada share antara kontak chat orang yg TDK dikenal. minta tolong owner yg membuat apk WhatsApp .,0
kenapa wa sekarang kalo vc muka kita gak ada malah muka yang kita vc ada dua 🙅🤕 tolong di. perbaiki lagi,1
Aku upload status pas ditonton orang malah eror udh dari dulu tetap aja GK di fiks ni bug saya udh lama tidak buat status woy,0
simpa,1
ga bisa login muter² doang,0
"sudah login dan daftar tiba2 log out sendiri, daftar lagi gak bisa",0
jelek,0
Ok,1
Tolong WhatsApp perbaiki sistem WhatsApp updatan versi sekarang jelek banget Sering ke blokir atau di batsin . Saya sebagai kurir paket kesulitan dengan kondisi WhatsApp sekarang sering ke baned atau di batsin di saat saya lagi mau membalas pesan chat ke customer saya,0
"aplikasi ny baik, udh bagus, tpi biasanya bug trs kl mau buat sw selalu burem..",1
tidak jelas saya tidak spam atau pun dispam tetapi WhatsApp saya kena Ben permanen?,0
"aplikasi ini sangat berguna bangett, tapi sangat disayangkan sekali ketika VideoCall wajah kita jadi ngga simetris / mirror, tolong di perbaiki karena banyak pengguna WhatsApp mengeluhkan hal ini dan jadi kurang percaya diri saat videocall, semoga masukan nya bisa di terapkan terima kasihh",1
biasa,0
bagus,0
Tolong ya kalo vc /videocall itu kameranya dibaikin kadang muka saya itu ga nampak kayak eror di situ dan muka org yang videocall sama kita itu kayak jadi dobel gitu,0
agak lemot,0
ok,1
bagusss abiezzzz,1
woi kenapa pesannya gak keliatan,0
Mantap,1
kenapa tiba-tiba eror muncul memuat doang 😪,1
"membantu bangett, lewat WA lancar komunikasi dan juga lancar rezeqi, karna bisa buat jualan💕😍",1
puas,1
"tolongg yah untuk ceo whatsapp, untuk buat stikernya itu hilangin garis putih putih yg di pinggir stiker nya karna it's look bagusn't dan cocokn't🙏🏻🙏🏻🙏🏻 tolong yah xiexie",1
Ok,1
mohon di bantu aman kan akun saya agar tidak di blok terus,1
"... __|*🗣️:::,,--kegiatan inti dari semua itu""+""📈Saham- Saham -Dalam 🌏: Situs web ✉️: Email .... *🪑**** lihat profil tata letak yang terbaik rafikan tentu saja...+🔗🌏 Lima bintang 🌟🌟🌟🌟🌟💯🪓 ..Emoticon ...‰¡№¡ok lihat profil lengkap Ainuddin https/... internet*",1
bagus tapii ada satu kendala saya udah sv nomor²tapi pas beberapa jam kemudian nomor²itu harus di sv ulang Kiraa Kiraa ini knpa?,1
update mulu min,1
berguna,1
Karna sangat berguna bagi saya dan yg paling terbaikk dann sangattt palingggg terbaikkkk,1
"min ini wa diupdet kok kalo vc ngelag ngelag ya, gambarnya kita sendiri itu ga keliatan malah gambar orang yg divc ngelag pindah kegambar yg kecil",0
membantu,1
heleh,1
mau menambahkan akun malah memuat terus sampe ga bisa d buka padahal udah uninstall sampe instal lgi tpi masih ga bisa di buka😢,1
aplikasi bagus,1
top banget apknya,1
"benerinn dulu developer banyak bug ini uy,,,jadii kena marah saya sama cewe saya dikiranyya nggak bales wa nya padahal dah diables",0
cukup bintang yang mewakilkan,0
plis deh WhatsApp aku capeee haruss save save ulang nomorrrrr😭😭😭🙏🏻🙏🏻🙏🏻,0
sangat bagus,1
karna wa itu perlu,1
sangat jelas dn baik,1
"Terlalu tergantung pada kualitas jaringan yang sangat bagus. gambar jernih jika kualitas jaringan super, atau hampir saya tidak mendapati kualitas gambar yang jernih karena terlalu boros jaringan",1
bagus,1
apk oke,1
"apk gaguna gapernah ada yang ngechat, nganggur di HP gua",0
sekarang whatsApp kog jadi sering ngelag ya di buat vc jadi gmbarnya 1 orang tolong dong di perbaiki,0
sangat baik,1
Bagus,1
Baik sekali,1
WhatsApp jelekkkk ngga bisa vc gruppp,0
bagus,1
👍👍👍,1
tolong saya akun saya tidak bisa upload status WhatsApp,0
Aku senang banget,1
bgus,1
bagus banget,1
wa kontol,0
"whatsapp jelek ngga bisa vc groupp, minimal bisa lebih dari 50 peserta bisa vc groupp. tolong update minnn. ditunguuu!!!",1
sebenar nya di perbaiki wa ini soal nya kalau kita buka wa terus masukan sandi nggak bisa di teken,1
efek e ra kenek,0
okay,0
"kenapa ini wa? ko ngga bisa buka vn+foto+vidio+sw? selalu ada bacaan pengunduhan gagal, perbaiki lagi TOLONG!!, makin kesini wa makin jelek, pas lagi vcan sama temen, layarnya selalu full hitam semua, pdhal uda di arahin ke muka kameranya tetep aja hitam, perbaiki lagi yang bener tolong pls",1
bagus aplikasinya,1
APK NIH TOLOL BANGET MASA' MAU MASUKIN KODE SELALU BILANG KAMI TIDAK BISA MENGIRIM SMS. HALAH BACOT MONYET,0
bagus,1
sangat membantu sekali tetapi lgi abdet susah padahal uda kosongkan histori,1
kok gak bisa kirim foto live,0
intinya bagus.,1
bagus,1
sangat bagus whatsapp,1
mantap sangat bagus,1
kenapa wa sekarang kuwalitas mok menurun yaa sering sekalai wa terblokir,1
makin kesini makin gajelas banyak bug nya,0
apknya sangat bagus memudahkan untuk aku bisa berkomunikasi dengan kekasihku🥰🥰😘😘😘,1
saya suka,1
"Sudah bagus,aplikasi beroperasi dengan baik,NAMUN..tolongg ya whatsapp, kenapa pas saya post video ke status ko jadi burem? entah bagaimana tolong dibetulkan dulu! utamakan bug atau apapun itu yang bisa mengganggu kenyamanan, kan kaya gini juga jadinya merusak suasana wae👁👄👁",1
vc error kamera nya,0
tetap bikin aman,1
bgs.,1
"saya baru menggunakan whatsapp dengan nomor baru malah kena tinjauan, aneh nih apk pas udah jadi malah kena tinjauan lagi, buruk banget aplikasinya",0
bagus,1
watsap nya bagus bisa gobrol Sam siyap siyap aj aku suka. dengan aplikasi ini,1
semuanya karena ai yg bdh 1. grup tiba² di banned 2. nomor tiba² di banned 3.,0
"wa talkahhh,tak adduh",1
"ko susah login whstsapp nya y, mau ganti nomor",1
ok,1
oke,1
gak bisa pake fitur terbaru dri wharsaap,1
ok,0
ok,1
sangat jelek!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!tapi boong wleee,1
Top bgt,1
sangat bagus,1
lancar,1
Apk WA ini sangat memudahkan komunikasi dengan keluarga dan teman dai jarak jauh,1
mantap,1
buat vc akunya bisanya di kecil doang dan yang di vc layar full ngk gerak gilak apa ini ngelek gitu vcnya,1
terbaik,1
"tambah lagi kualitas nya ketika upload poto atau video di status WhatsApp, dan berbagai Poto ke teman soalnya jelek banget",0
👍,1
mantav bisa cal whit aynk,1
"ini knp dehh kok memuat teruss , udh coba pakai 2 hp yang berbeda tapi hasilnya sama saja",0
sangat bagus,1
bgus,1
selokan 4,1
"banyak sekali masalah,dimulai dari video call:glitch layar, koneksi terputus tiba tiba, kamera blur / pecah pecah soal kode keamanan:selalu berubah ubah ~ chat kadang hilang",0
ok,1
ok,1
Bu Bu) pak sel,1
baik bangat,1
"developer kikir, semuanya kena limit sekalian aja wa musnah aja",0
Keren,1
jelek,1
"bisa gak sih admin kalau bikin wa lagi telpon jangan ada tombol matiin,kalau bisa harus ada pemberitahuan izin dulu soalnya punya pacar suka matiin vc.",0
bintang lima,1
bagusdeh,1
"developer kikir, semuanya kena limit sekalian aja wa musnah aja",0
good,1
"jelek, ada bug yang dimana foto telah di hapus dari galeri hp tapi di menu recents wa masih ada thumbnailnya. itu sangat mengganggu sekali, bug itu sudah lama ada tapi tidak pernah di fix",0
Mantap,1
Sagat bagus,1
bagus banget,1
we min plis lahhh foto sekali lihatnya aelahhh cwe gw pap sekali lihat mulu njirr😭😭,0
hebat,1
Terikasih bayak manfaatnya,1
tak bisa masuk wasap,1
tidak bisa save nomor baru,1
"WA doang ampe GB GB, aneh",0
baguss,1
Giman wa bisa aktif,1
"nmor saya di blokir, dn tidak bisa masuk kembali lagi.",0
oke,1
good,1
sering kena blok dan perbaiki lagi aturan nyaa,0
Bagus,1
sangat bermanfaat tank.you,1
terimakasih izin lapor,1
bagus laa karna ada whatsapp saya bisa berkomunikasi dengan siapa pun,1
jangan sampe ada orang asing lagi sama imagine imagine me dari meta Ai tolong di lancarkan 😭😡,1
membantu Skali,1
sering error saat vc,0
Kapan yaa WhatsApp bisa livestreaming,1
akun gua di hapus kan tdak jlas,1
👍,1
tlg yaaa adain fitur react love yang bisa tap 10000x 🙏😊,1
status saya masa tidak bisa dilihat teman saya?,1
Mantap,1
"KENAPA TIAP MAU NGIRIM SW SAMA STIKER MEMUAT NYA LAMA BANGETTTT ISHHH CAPEEE, MAKIN DI UPDATE MAKIN GAJELAS IHHH PADAHAL SINYAL KU BAGUS"" AJAAAA",0
so much bug and problem,0
akhir2 ini jadi gampang eror vc mau perbesar gambar selalu macet,0
ga ada yg nge Chet gua,1
"aplikasi nya sangat bagus, seperti aplikasi hijau lainnya..",1
"alhamdulilah, BLM genap 1 BLN download aplikasi WhatsApp, oh ternyata bagus kalo krm status tmbh lagu juga komplit",1
"WhatsApp ku di blokir tanpa alasan yang jelas, saat aku hubungi mereka tak ada satupun tanggapan dari email untuk masalah ku yang ada hanya servis yang di jawab oleh ai yang jawabannya tidak jelas",0
selamt malam,0
baik sekali,1
mantao,1
whatsapp tiba' blok sendiri padahal saya udah ikutin peraturan,0
kenapa sering kena bug yaa tolong di perbaik ki,1
tolong buka akun what saya terkunci,1
kode otp susah dapat di jual,0
washap bisa pake WA pacar,1
"please fix many bugs, especially when making video calls",1
Tolong benerin bugnya kalau VC layarnya ngefreezh kalah kita pindah layar gedenya,1
bagus,1
Terimah Kasih WA ...,1
sering kali hilang akun,0
gambar nya lemot,1
"makin kesini makin berat ini aplikasi, Ada Bug saat melakukan panggilan video ketika berpindah dari kamera depan ke kamera belakang, video langsung blank/kamera gk bisa nampilin video",1
bagus,1
untuk komunikasi dan bikin setatus mantap pol,1
"SERU BISA NGECHAT SESEORANG , TAPI EFEK Telefon SAYA TIDAK BISA DIGUNAKAN",1
sangat bagus,1
update mulu + menginstalisasi mulu wa gajelas,0
"yang baca kayak monyet apa lagi bacanya dalem hati ................,..,.. .. .. .. . . ......................................______________________yang baca sampe sini bego 😭",1
ok,1
"min tolong perbaikin sistem nya ini saya cuma mau buat komunitas di grub tapi tiba2 kena blokir,solusi nya gimana ini,sedang kan saya aja gk pernah macam2 di wa,dan juga bnyk sekali yang penting di wa saya tolong min kasih solusi",0
bagus,1
Sego turok,1
WhatsApp sekarang lemot banget,0
WhatsApp tidak tersedia untuk sementara waktu?,0
sangat membantu,1
nggak bisa memakai watshap dengan benar,1
"saya mau log ini ke wa yang lama di hp yg baru dengan nomor wa yg sama. tapi waktu log in selalu gagal dan selalu ada keterangan ""layanan whatsapp tidak tersedia"". saya sudah ikutin tutorial dari yt masih tetap sama. boleh dijelasin alternatif nya bagaimana",0
banyak bug saat vc,0
REKOMENDASI ADAIN STREAK DONG WA💥🔥🔥🔥,1
vidio bagus di upload di story kok jadi buram,1
terbaik,1
g bsa ky orng,0
buat vc jangan mirror lagii😖😭,1
"aplikasi nya jadi ga jelas, gw disuruh nunggu 24 jam. padahal gw ga spam sama sekali",0
"orang lain bisa memakai filter saat vc tetapi saya tidak bisa, saat memakainya tiba² ada tulisan gagal dan coba lagi nanti",1
telepon HP ku iki nomor 3 iku mau balekno nomore wa nggonku,1
lebih ditingkatkan versi keamanannya utk penguna wa,1
"Dear WhatsApp, Daripada terus merilis fitur yang tidak terlalu berguna dan hanya menghabiskan data, lebih baik perbaiki kualitas gambar dan video di Status. Konten bagus pun jadi buram setelah diunggah.",1
tolong saya .mau masuk ke WhatsApp,1
baguss bngett dhhh,1
wakww,1
Good job,1
Baik dan baguslah,1
meta ai nya jawab lambat tolong di perbaiki,0
mantan pekerjaan SECURITY. tambang batu bara. saat ini siap ambil upahan tebang pohon nyengso Budi Rahman,1
"WA DONGOK,KENON MULU WOI GAJELAS AMAT PADAHAL CUMAN PAKE BIASA NORMAL APLIKASI BUSUK GAK ADA PERBAIKAN DARI DULU,MALAH TAMBAH BURIK!!!",1
knp gk bisa ya ganti Wa businessi ke Wa biasa,1
"kenapa ya fitur wa nya skrng eror"" kalau vc ngeleg",0
bagus,1
"Saya senang bermain dengan permainan di Hp sangat menghibur tambah berkembang pikiran saya bisa menghilangkan semua pikiran² yang mengganggu saat saya masih bekerja, terima kasih Google Play, terima kasih banyak,",1
gk bis but telfon,0
sangat membantu,1
terbaik,1
Bagus,0
whatsapp sering ditinjau wkwkwk,0
akun wa saya balikin,1
WhatsApp memudahkan untuk berkomunikasi,1
ihin solihin,1
"Cukup membantu komunikasi, SW burik",1
"halo min cek"" akun wa saya di sadap bsa di bantu gk..????",1
makin update makin jelek mau pembesar tampilan sendri malah double gambar nya yg atau gerak yg satunya gak gerak sedangkan gambar sndiri gak ada kan bangke,0
bisa komunikasi sama orang lain,1
bermanfaat,1
akun saya perlu diperhatikan terlalu sering peninjauan,1
lbh mudah,1
sangat puas,1
wail,1
"pas vc skrng ngebug mulu dah, pas mau nggedein layar gua mlh ga muncul, munculnya muka cwo gua berhenti, yg kecil jg jd muka cwo gua tp versi gerak",0
sukses,1
👍👍,1
(CHANIA CAROLIN) GOOD,1
sangat bagus dan membantu,1
mantap,1
pas vc ngak ad efek nya,1
okeee,1
pokoknya semenjak ada aplikasi Whatsapp semua terasa ringan z 🥰,1
ok,1
keren,1
sangat kompeten,1
bagus dan mantap,1
